"word","definition","quizId","questionNumber","randomDefOne","randomDefTwo","randomDefThree"
"argot","jargon; slang","5bb70604b9e91037328e61d2","3","needing effortl burdensome","not yet fully formed; rudimentary; elementary","very much ornamented naturally red (e.g.. of face)"
"cursory","quick; hurried","5bb70604b9e91037328e61d2","4","person appealing not to reasons","scold upbraid","very much ornamented naturally red (e.g.. of face)"
"gregarious","living in societies liking the company","5bb70604b9e91037328e61d2","5","wasteful prodigal licentious extravagant","humorous; funny; jocular","very much ornamented naturally red (e.g.. of face)"
"sinuous","winding; undulating serpentine","5bb70604b9e91037328e61d2","6","a scheme or plot a group of plotters","fix take up secure metal pin","very much ornamented naturally red (e.g.. of face)"
"hone","stone used for sharpening tools","5bb70604b9e91037328e61d2","7","cautious; wary","without sense foolish; self-satisfaction","very much ornamented naturally red (e.g.. of face)"
"impecunious","having little or no money","5bb70604b9e91037328e61d2","8","pretend","grow forth send out buds","very much ornamented naturally red (e.g.. of face)"
"inured","accustomed to adapted","5bb70604b9e91037328e61d2","9","to attribute to a cause or source ascribe","harmful; ominous causing evil","very much ornamented naturally red (e.g.. of face)"
"sordid","wretched; comfortless; contemptible","5bb70604b9e91037328e61d2","10","too eager to obey or serve","gibe; make fun of","very much ornamented naturally red (e.g.. of face)"
"vigilant","member of a vigilance committee","5bb70604b9e91037328e61d2","11","(person nation) waging war","carved image on the prow of a ship","very much ornamented naturally red (e.g.. of face)"
"propinquity","nearness in time or place affinity of nature","5bb70604b9e91037328e61d2","12","check hinder","stinking","very much ornamented naturally red (e.g.. of face)"
"salacious","obscene","5bb70604b9e91037328e61d2","13","protest against; express disapproval of","presumptuously; arrogant; overbearing","very much ornamented naturally red (e.g.. of face)"
"homiletics","act of preaching","5bb70604b9e91037328e61d2","14","to deprive (someone) of something, as by fraud, extortion, etc.","tidy/show self-satisfaction","very much ornamented naturally red (e.g.. of face)"
"odium","intense hatred or dislike","5bb70604b9e91037328e61d2","15","scold reproach","being uncertain hesitating","very much ornamented naturally red (e.g.. of face)"
"augury","omenl sign","5bb70604b9e91037328e61d2","16","self-confidence","looking ill, not bright","very much ornamented naturally red (e.g.. of face)"
"recalcitrant","disobedient","5bb70604b9e91037328e61d2","17","conciliatory; appeasing; mitigating","refuse to approve of","very much ornamented naturally red (e.g.. of face)"
"desultory","aimless;haphazard; digressing at random","5bb70604b9e91037328e61d2","18","a repetition a redundancy","avoid","very much ornamented naturally red (e.g.. of face)"
"harangue","a long passionate speech","5bb70604b9e91037328e61d2","19","sentimental in a silly or tearful way","greedy (esp for money)","very much ornamented naturally red (e.g.. of face)"
"libertine","immoral person","5bb70604b9e91037328e61d2","20","deep-rooted. long-established","frugal; looking to the future","very much ornamented naturally red (e.g.. of face)"
"turgid","excessively ornate swollen or bloated","5bb70604b9e91037328e61d2","21","melodious; harmonious","bookish showing off learning","very much ornamented naturally red (e.g.. of face)"
"inculcate","fix firmly by repetition","5bb70604b9e91037328e61d2","22","an outcome or solution; the unraveling of a plot","that can be freed","very much ornamented naturally red (e.g.. of face)"
"eclat","Great brilliance, as of performance or achievement","5bb70604b9e91037328e61d2","23","false; counterfeit","calmness of temperament","very much ornamented naturally red (e.g.. of face)"
"deposition","dethronement; depositing","5bb70604b9e91037328e61d2","24","glut","having sudden energy; impulsive","very much ornamented naturally red (e.g.. of face)"
"tangential","suddenly changeable","5bb70604b9e91037328e61d2","25","workshop for the shaping of metal to shape metal lead","make or become soft by soaking in water","very much ornamented naturally red (e.g.. of face)"
"epistle","letter","5bb70604b9e91037328e61d3","1","send from one track to another lay aside evade discussion","artificial obstacle built across a river","very much ornamented naturally red (e.g.. of face)"
"gainsay","to deny; to oppose","5bb70604b9e91037328e61d3","2","jargon; slang","renounce; disallow; repudiate","very much ornamented naturally red (e.g.. of face)"
"foible","defect of character (a person is wrongly proud)","5bb70604b9e91037328e61d3","3","quick; hurried","a beggar","very much ornamented naturally red (e.g.. of face)"
"harrow","to distress; create stress or torment","5bb70604b9e91037328e61d3","4","living in societies liking the company","repayment death of Jesus","very much ornamented naturally red (e.g.. of face)"
"middling","fairly good but not very good","5bb70604b9e91037328e61d3","5","winding; undulating serpentine","arrogant; pride","very much ornamented naturally red (e.g.. of face)"
"stentorian","extremely loud and powerful","5bb70604b9e91037328e61d3","6","stone used for sharpening tools","gloomy; dark; sullen; morose","very much ornamented naturally red (e.g.. of face)"
"countervail","counterbalance","5bb70604b9e91037328e61d3","7","having little or no money","make a humble petition to","very much ornamented naturally red (e.g.. of face)"
"gossamer","soft light; delicate material","5bb70604b9e91037328e61d3","8","accustomed to adapted","join sounds/words (indistinct)","very much ornamented naturally red (e.g.. of face)"
"churl","bad-tempered person","5bb70604b9e91037328e61d3","9","wretched; comfortless; contemptible","small boat","very much ornamented naturally red (e.g.. of face)"
"resort","to frequently visit","5bb70604b9e91037328e61d3","10","member of a vigilance committee","producing sleep","very much ornamented naturally red (e.g.. of face)"
"divestiture","taking off getting rid of giving up","5bb70604b9e91037328e61d3","11","nearness in time or place affinity of nature","polite manner; comforting; uninteresting","very much ornamented naturally red (e.g.. of face)"
"repertoire","A stock of plays, dances, or pieces that a company or a performer knows or is prepared to perform","5bb70604b9e91037328e61d3","12","obscene","shallow place in a river (to cross)","very much ornamented naturally red (e.g.. of face)"
"temperance","abstinence from alcohol self-control moderation","5bb70604b9e91037328e61d3","13","act of preaching","severe criticism","very much ornamented naturally red (e.g.. of face)"
"finicky","finical","5bb70604b9e91037328e61d3","14","intense hatred or dislike","depth","very much ornamented naturally red (e.g.. of face)"
"truculence","aggressiveness ferocity","5bb70604b9e91037328e61d3","15","omenl sign","closing device (in Parliament) to end a debate by voting","very much ornamented naturally red (e.g.. of face)"
"glean","gather facts in small quantities","5bb70604b9e91037328e61d3","16","disobedient","to make holy; consecrate","very much ornamented naturally red (e.g.. of face)"
"profane","worldly having contempt for God","5bb70604b9e91037328e61d3","17","aimless;haphazard; digressing at random","sheath for the blade","very much ornamented naturally red (e.g.. of face)"
"inveigh","to attack verbally; denounce; deprecate","5bb70604b9e91037328e61d3","18","a long passionate speech","way out exit","very much ornamented naturally red (e.g.. of face)"
"levee","formal reception/embankment","5bb70604b9e91037328e61d3","19","immoral person","cheerful; casual; carefree","very much ornamented naturally red (e.g.. of face)"
"diaphanous","transparent; gauzy","5bb70604b9e91037328e61d3","20","excessively ornate swollen or bloated","dejected","very much ornamented naturally red (e.g.. of face)"
"pinchbeck","An alloy of zinc and copper used as imitation gold; A cheap imitation","5bb70604b9e91037328e61d3","21","fix firmly by repetition","deserting and leaving to fall into ruins","very much ornamented naturally red (e.g.. of face)"
"diffidence","shyness","5bb70604b9e91037328e61d3","22","Great brilliance, as of performance or achievement","like a rock hard stony","very much ornamented naturally red (e.g.. of face)"
"trepidation","alarm excited state of mind","5bb70604b9e91037328e61d3","23","dethronement; depositing","To hesitate as if in fear or doubt","very much ornamented naturally red (e.g.. of face)"
"nary","not any; no;","5bb70604b9e91037328e61d3","24","suddenly changeable","use extravagant language","very much ornamented naturally red (e.g.. of face)"
"tenuous","insubstantial flimsy weak","5bb70604b9e91037328e61d3","25","letter","to scorn or despise","very much ornamented naturally red (e.g.. of face)"
"pucker","wrinkle","5bb70604b9e91037328e61d4","1","to deny; to oppose","blessing","very much ornamented naturally red (e.g.. of face)"
"vitiate","lower the quality weaken the strength","5bb70604b9e91037328e61d4","2","defect of character (a person is wrongly proud)","like a seed constituting a source; originative","very much ornamented naturally red (e.g.. of face)"
"disinter","dig up from the earth","5bb70604b9e91037328e61d4","3","to distress; create stress or torment","quick judging and understanding","very much ornamented naturally red (e.g.. of face)"
"foppish","like a man who pays too much attention to his clothes","5bb70604b9e91037328e61d4","4","fairly good but not very good","devious/not straightforward","very much ornamented naturally red (e.g.. of face)"
"astringent","substance that shrinks","5bb70604b9e91037328e61d4","5","extremely loud and powerful","ask earnestly","very much ornamented naturally red (e.g.. of face)"
"opprobrious","showing scorn or reproach","5bb70604b9e91037328e61d4","6","counterbalance","dishonesty","very much ornamented naturally red (e.g.. of face)"
"detumescence","diminishing or lessening of swelling","5bb70604b9e91037328e61d4","7","soft light; delicate material","refusing to move reluctant to be controlled","very much ornamented naturally red (e.g.. of face)"
"panegyric","formal praise eulogy","5bb70604b9e91037328e61d4","8","bad-tempered person","treachery breaking of faith","very much ornamented naturally red (e.g.. of face)"
"flak","criticism; anti-aircraft guns","5bb70604b9e91037328e61d4","9","to frequently visit","abstruse intended only for a small circle of","very much ornamented naturally red (e.g.. of face)"
"distrait","distracted","5bb70604b9e91037328e61d4","10","taking off getting rid of giving up","official duties","very much ornamented naturally red (e.g.. of face)"
"rebuff","snub","5bb70604b9e91037328e61d4","11","A stock of plays, dances, or pieces that a company or a performer knows or is prepared to perform","to entangle the state of affairs","very much ornamented naturally red (e.g.. of face)"
"plod","continue doing something without resting","5bb70604b9e91037328e61d4","12","abstinence from alcohol self-control moderation","dried plum silly person","very much ornamented naturally red (e.g.. of face)"
"nugatory","trifling/worthless","5bb70604b9e91037328e61d4","13","finical","easily shocked; excessively modest","very much ornamented naturally red (e.g.. of face)"
"refractory","stubborn; unmanageable; intractable","5bb70604b9e91037328e61d4","14","aggressiveness ferocity","plundering","very much ornamented naturally red (e.g.. of face)"
"ramify","to be divided or subdivided to branch out","5bb70604b9e91037328e61d4","15","gather facts in small quantities","filled with deep sorrow for wrongdoing","very much ornamented naturally red (e.g.. of face)"
"expedient","likely to be useful for a purpose","5bb70604b9e91037328e61d4","16","worldly having contempt for God","chains for the hands or feet","very much ornamented naturally red (e.g.. of face)"
"fecund","fertile","5bb70604b9e91037328e61d4","17","to attack verbally; denounce; deprecate","lose hair/feathers before new growing","very much ornamented naturally red (e.g.. of face)"
"encomium","warm or glowing praise eulogy panegyric","5bb70604b9e91037328e61d4","18","formal reception/embankment","plot; scheme (esp. evil)","very much ornamented naturally red (e.g.. of face)"
"obloquy","abusively; detractive language; sharp criticism; vituperation","5bb70604b9e91037328e61d4","19","transparent; gauzy","describe somebody scornfully","very much ornamented naturally red (e.g.. of face)"
"quaff","drink deeply","5bb70604b9e91037328e61d4","20","An alloy of zinc and copper used as imitation gold; A cheap imitation","relevant; pertinent to","very much ornamented naturally red (e.g.. of face)"
"trenchant","forceful effective vigorous extremely perceptive incisive","5bb70604b9e91037328e61d4","21","shyness","something urging a person to action","very much ornamented naturally red (e.g.. of face)"
"pugnacious","fond of in the habit of fighting","5bb70604b9e91037328e61d4","22","alarm excited state of mind","food for horses and cattle","very much ornamented naturally red (e.g.. of face)"
"vituperate","curse abuse in words","5bb70604b9e91037328e61d4","23","not any; no;","uprightness incorruptibility principle","very much ornamented naturally red (e.g.. of face)"
"discomfit","confuse embarrass","5bb70604b9e91037328e61d4","24","insubstantial flimsy weak","complicated and embarrassing situation","very much ornamented naturally red (e.g.. of face)"
"quail","lose courage turn frightened","5bb70604b9e91037328e61d4","25","wrinkle","tactless; clumsy","very much ornamented naturally red (e.g.. of face)"
"impudent","rash; indiscreet","5bb70604b9e91037328e61d5","1","lower the quality weaken the strength","poverty","very much ornamented naturally red (e.g.. of face)"
"disconcert","upset the self-possession of","5bb70604b9e91037328e61d5","2","dig up from the earth","idleness","very much ornamented naturally red (e.g.. of face)"
"calumny","slander; aspersion","5bb70604b9e91037328e61d5","3","like a man who pays too much attention to his clothes","piece of linen worn as a necktie","very much ornamented naturally red (e.g.. of face)"
"nemesis","deserved and unavoidable punishment for wrong doing","5bb70604b9e91037328e61d5","4","substance that shrinks","trace or sign","very much ornamented naturally red (e.g.. of face)"
"sublime","extreme; astounding","5bb70604b9e91037328e61d5","5","showing scorn or reproach","illogical of questionable truth or merit","very much ornamented naturally red (e.g.. of face)"
"untoward","unfortunate inconvenient","5bb70604b9e91037328e61d5","6","diminishing or lessening of swelling","line (of police acting as a guard)","very much ornamented naturally red (e.g.. of face)"
"strut","a supporting bar","5bb70604b9e91037328e61d5","7","formal praise eulogy","pale yellow (hair) a plant","very much ornamented naturally red (e.g.. of face)"
"voluble","fluent","5bb70604b9e91037328e61d5","8","criticism; anti-aircraft guns","one who considers himself smarter than others","very much ornamented naturally red (e.g.. of face)"
"sermon","reproving a person for his faults","5bb70604b9e91037328e61d5","9","distracted","examine thoroughly to learn about the condition","very much ornamented naturally red (e.g.. of face)"
"peremptory","urgent; imperative; unchallenged; ending debate","5bb70604b9e91037328e61d5","10","snub","include under a rule","very much ornamented naturally red (e.g.. of face)"
"prosaic","straightforward.; lacking in imagination and spirit","5bb70604b9e91037328e61d5","11","continue doing something without resting","unreasonably; impatient","very much ornamented naturally red (e.g.. of face)"
"bereft","rob or dispossess of something (material)","5bb70604b9e91037328e61d5","12","trifling/worthless","deeply moving keen","very much ornamented naturally red (e.g.. of face)"
"fetter","to shackle put in chains","5bb70604b9e91037328e61d5","13","stubborn; unmanageable; intractable","red and healthy","very much ornamented naturally red (e.g.. of face)"
"blandishment","flattery; coaxing","5bb70604b9e91037328e61d5","14","to be divided or subdivided to branch out","prohibit forbid","very much ornamented naturally red (e.g.. of face)"
"cant","insincere talk/jargon","5bb70604b9e91037328e61d5","15","likely to be useful for a purpose","showing earnest feeling","very much ornamented naturally red (e.g.. of face)"
"raffish","showing vulgar in nature or appearance; tawdry","5bb70604b9e91037328e61d5","16","fertile","circular or spiral movement (e.g.. of wind)","very much ornamented naturally red (e.g.. of face)"
"rabble","mob crowd the lower classes of populace","5bb70604b9e91037328e61d5","17","warm or glowing praise eulogy panegyric","a trite or banal statement unoriginality","very much ornamented naturally red (e.g.. of face)"
"implicate","to be involved","5bb70604b9e91037328e61d5","18","abusively; detractive language; sharp criticism; vituperation","too economical; miserly","very much ornamented naturally red (e.g.. of face)"
"ensign","flag/badge","5bb70604b9e91037328e61d5","19","drink deeply","brilliant achievement develop use selfishly","very much ornamented naturally red (e.g.. of face)"
"asperity","roughness; harshness; ill temper; irritability","5bb70604b9e91037328e61d5","20","forceful effective vigorous extremely perceptive incisive","certain; inevitable","very much ornamented naturally red (e.g.. of face)"
"turpitude","wickedness shamefulness","5bb70604b9e91037328e61d5","21","fond of in the habit of fighting","severing","very much ornamented naturally red (e.g.. of face)"
"contumacious","insubordinate rebellious","5bb70604b9e91037328e61d5","22","curse abuse in words","unconcerned; carefree","very much ornamented naturally red (e.g.. of face)"
"idyll","a carefree episode or experience","5bb70604b9e91037328e61d5","23","confuse embarrass","calm and peaceful","very much ornamented naturally red (e.g.. of face)"
"quotidian","banal; everyday","5bb70604b9e91037328e61d5","24","lose courage turn frightened","special liking mental preference","very much ornamented naturally red (e.g.. of face)"
"glib","ready and smooth but not sincere","5bb70604b9e91037328e61d5","25","rash; indiscreet","tool for cutting grooves in wood","very much ornamented naturally red (e.g.. of face)"
"teetotal","oppose to alcohol","5bb70604b9e91037328e61d6","1","upset the self-possession of","reject mock to go against (as in going against tradition)","very much ornamented naturally red (e.g.. of face)"
"simper","(give a) silly/self-conscious smile","5bb70604b9e91037328e61d6","2","slander; aspersion","mournful; excessively sad","very much ornamented naturally red (e.g.. of face)"
"invective","abusive language; curses","5bb70604b9e91037328e61d6","3","deserved and unavoidable punishment for wrong doing","too eager or ready to help offer advice","very much ornamented naturally red (e.g.. of face)"
"hirsute","hairy; shaggy","5bb70604b9e91037328e61d6","4","extreme; astounding","needing effortl burdensome","very much ornamented naturally red (e.g.. of face)"
"umbrage","offense resentment","5bb70604b9e91037328e61d6","5","unfortunate inconvenient","person appealing not to reasons","very much ornamented naturally red (e.g.. of face)"
"meretricious","attractive on the surface but of little value","5bb70604b9e91037328e61d6","6","a supporting bar","wasteful prodigal licentious extravagant","very much ornamented naturally red (e.g.. of face)"
"impugned","challenged to be doubted","5bb70604b9e91037328e61d6","7","fluent","a scheme or plot a group of plotters","very much ornamented naturally red (e.g.. of face)"
"mien","demeanor","5bb70604b9e91037328e61d6","8","reproving a person for his faults","cautious; wary","very much ornamented naturally red (e.g.. of face)"
"incense","make angry","5bb70604b9e91037328e61d6","9","urgent; imperative; unchallenged; ending debate","pretend","very much ornamented naturally red (e.g.. of face)"
"veritable","real rightly named","5bb70604b9e91037328e61d6","10","straightforward.; lacking in imagination and spirit","to attribute to a cause or source ascribe","very much ornamented naturally red (e.g.. of face)"
"unencumbered","easy-going trifle","5bb70604b9e91037328e61d6","11","rob or dispossess of something (material)","too eager to obey or serve","very much ornamented naturally red (e.g.. of face)"
"felicitous","suitably expressed; well chosen; apropos","5bb70604b9e91037328e61d6","12","to shackle put in chains","(person nation) waging war","very much ornamented naturally red (e.g.. of face)"
"sophistry","fallacious; reasoning faulty logic","5bb70604b9e91037328e61d6","13","flattery; coaxing","check hinder","very much ornamented naturally red (e.g.. of face)"
"hack","cut roughly; hired horse","5bb70604b9e91037328e61d6","14","insincere talk/jargon","protest against; express disapproval of","very much ornamented naturally red (e.g.. of face)"
"mettle","quality of endurance or courage","5bb70604b9e91037328e61d6","15","showing vulgar in nature or appearance; tawdry","to deprive (someone) of something, as by fraud, extortion, etc.","very much ornamented naturally red (e.g.. of face)"
"atavistic","something reverting to an earlier type","5bb70604b9e91037328e61d6","16","mob crowd the lower classes of populace","scold reproach","very much ornamented naturally red (e.g.. of face)"
"miseenscene","the stage setting or scenery of a play","5bb70604b9e91037328e61d6","17","to be involved","self-confidence","very much ornamented naturally red (e.g.. of face)"
"toady","obsequious flatterer","5bb70604b9e91037328e61d6","18","flag/badge","conciliatory; appeasing; mitigating","very much ornamented naturally red (e.g.. of face)"
"surfeit","satiate feed to fulness or to excess","5bb70604b9e91037328e61d6","19","roughness; harshness; ill temper; irritability","a repetition a redundancy","very much ornamented naturally red (e.g.. of face)"
"peregrination","traveling about wandering","5bb70604b9e91037328e61d6","20","wickedness shamefulness","sentimental in a silly or tearful way","very much ornamented naturally red (e.g.. of face)"
"endemic","epidemic","5bb70604b9e91037328e61d6","21","insubordinate rebellious","deep-rooted. long-established","very much ornamented naturally red (e.g.. of face)"
"incipient","beginning","5bb70604b9e91037328e61d6","22","a carefree episode or experience","melodious; harmonious","very much ornamented naturally red (e.g.. of face)"
"ineffable","to great to be described in words","5bb70604b9e91037328e61d6","23","banal; everyday","an outcome or solution; the unraveling of a plot","very much ornamented naturally red (e.g.. of face)"
"plaintive","mournful; melancholy; sorrowful","5bb70604b9e91037328e61d6","24","ready and smooth but not sincere","false; counterfeit","very much ornamented naturally red (e.g.. of face)"
"pine","waste away through sorrow or illness","5bb70604b9e91037328e61d6","25","oppose to alcohol","glut","very much ornamented naturally red (e.g.. of face)"
"ostensible","seeming appearing as such professed","5bb70604b9e91037328e61d7","1","(give a) silly/self-conscious smile","workshop for the shaping of metal to shape metal lead","very much ornamented naturally red (e.g.. of face)"
"piquant","agreeably pungent; stimulating","5bb70604b9e91037328e61d7","2","abusive language; curses","send from one track to another lay aside evade discussion","very much ornamented naturally red (e.g.. of face)"
"tamp","tap or drive down by repeated light blows","5bb70604b9e91037328e61d7","3","hairy; shaggy","jargon; slang","very much ornamented naturally red (e.g.. of face)"
"ecumenical","representing the whole Christian world","5bb70604b9e91037328e61d7","4","offense resentment","quick; hurried","very much ornamented naturally red (e.g.. of face)"
"tout","To solicit customers, votes, or patronage","5bb70604b9e91037328e61d7","5","attractive on the surface but of little value","living in societies liking the company","very much ornamented naturally red (e.g.. of face)"
"minatory","menacing; threatening","5bb70604b9e91037328e61d7","6","challenged to be doubted","winding; undulating serpentine","very much ornamented naturally red (e.g.. of face)"
"canvass","discuss thoroughly sort of touting","5bb70604b9e91037328e61d7","7","demeanor","stone used for sharpening tools","very much ornamented naturally red (e.g.. of face)"
"forbear","refrain from; be patient; ancestor","5bb70604b9e91037328e61d7","8","make angry","having little or no money","very much ornamented naturally red (e.g.. of face)"
"stipple","paint with dots","5bb70604b9e91037328e61d7","9","real rightly named","accustomed to adapted","very much ornamented naturally red (e.g.. of face)"
"slate","king of blue-grey stone propose criticize","5bb70604b9e91037328e61d7","10","easy-going trifle","wretched; comfortless; contemptible","very much ornamented naturally red (e.g.. of face)"
"plumb","get to the root of","5bb70604b9e91037328e61d7","11","suitably expressed; well chosen; apropos","member of a vigilance committee","very much ornamented naturally red (e.g.. of face)"
"stanch","to stop the flow of a fluid","5bb70604b9e91037328e61d7","12","fallacious; reasoning faulty logic","nearness in time or place affinity of nature","very much ornamented naturally red (e.g.. of face)"
"deferential","showing respect","5bb70604b9e91037328e61d7","13","cut roughly; hired horse","obscene","very much ornamented naturally red (e.g.. of face)"
"aspersion","slander","5bb70604b9e91037328e61d7","14","quality of endurance or courage","act of preaching","very much ornamented naturally red (e.g.. of face)"
"sundry","various miscellaneous; separate","5bb70604b9e91037328e61d7","15","something reverting to an earlier type","intense hatred or dislike","very much ornamented naturally red (e.g.. of face)"
"consternation","surprise and fear; dismay","5bb70604b9e91037328e61d7","16","the stage setting or scenery of a play","omenl sign","very much ornamented naturally red (e.g.. of face)"
"cadge","to beg; to get by begging","5bb70604b9e91037328e61d7","17","obsequious flatterer","disobedient","very much ornamented naturally red (e.g.. of face)"
"fledged","able to fly trained experienced","5bb70604b9e91037328e61d7","18","satiate feed to fulness or to excess","aimless;haphazard; digressing at random","very much ornamented naturally red (e.g.. of face)"
"brummagem","Cheap and showy","5bb70604b9e91037328e61d7","19","traveling about wandering","a long passionate speech","very much ornamented naturally red (e.g.. of face)"
"spurn","have nothing to do reject or refuse","5bb70604b9e91037328e61d7","20","epidemic","immoral person","very much ornamented naturally red (e.g.. of face)"
"demur","to hesitate; raise objections","5bb70604b9e91037328e61d7","21","beginning","excessively ornate swollen or bloated","very much ornamented naturally red (e.g.. of face)"
"blatant","noisy and rough","5bb70604b9e91037328e61d7","22","to great to be described in words","fix firmly by repetition","very much ornamented naturally red (e.g.. of face)"
"bedizen","to adorn especially in a cheap showy manner","5bb70604b9e91037328e61d7","23","mournful; melancholy; sorrowful","Great brilliance, as of performance or achievement","very much ornamented naturally red (e.g.. of face)"
"desuetude","cessation of use disuse","5bb70604b9e91037328e61d7","24","waste away through sorrow or illness","dethronement; depositing","very much ornamented naturally red (e.g.. of face)"
"purvey","provide supply","5bb70604b9e91037328e61d7","25","seeming appearing as such professed","suddenly changeable","very much ornamented naturally red (e.g.. of face)"
"countenance","to favor or approve of","5bb70604b9e91037328e61d8","1","agreeably pungent; stimulating","letter","very much ornamented naturally red (e.g.. of face)"
"suppliant","asking humbly beseeching","5bb70604b9e91037328e61d8","2","tap or drive down by repeated light blows","to deny; to oppose","very much ornamented naturally red (e.g.. of face)"
"obstreperous","noisy; loud","5bb70604b9e91037328e61d8","3","representing the whole Christian world","defect of character (a person is wrongly proud)","very much ornamented naturally red (e.g.. of face)"
"presumption","arrogance","5bb70604b9e91037328e61d8","4","To solicit customers, votes, or patronage","to distress; create stress or torment","very much ornamented naturally red (e.g.. of face)"
"redoubtable","formidable causing fear","5bb70604b9e91037328e61d8","5","menacing; threatening","fairly good but not very good","very much ornamented naturally red (e.g.. of face)"
"balk","obstacle purposely to get on the way of","5bb70604b9e91037328e61d8","6","discuss thoroughly sort of touting","extremely loud and powerful","very much ornamented naturally red (e.g.. of face)"
"virago","a loud domineering woman a scold or nag","5bb70604b9e91037328e61d8","7","refrain from; be patient; ancestor","counterbalance","very much ornamented naturally red (e.g.. of face)"
"belabor","beat hard","5bb70604b9e91037328e61d8","8","paint with dots","soft light; delicate material","very much ornamented naturally red (e.g.. of face)"
"trite","not new","5bb70604b9e91037328e61d8","9","king of blue-grey stone propose criticize","bad-tempered person","very much ornamented naturally red (e.g.. of face)"
"supercilious","disdainful characterized by haughty scorn","5bb70604b9e91037328e61d8","10","get to the root of","to frequently visit","very much ornamented naturally red (e.g.. of face)"
"preponderance","greatness in number strength weight","5bb70604b9e91037328e61d8","11","to stop the flow of a fluid","taking off getting rid of giving up","very much ornamented naturally red (e.g.. of face)"
"orison","prayer","5bb70604b9e91037328e61d8","12","showing respect","A stock of plays, dances, or pieces that a company or a performer knows or is prepared to perform","very much ornamented naturally red (e.g.. of face)"
"reprobate","person hardened in sin; one devoid of decency","5bb70604b9e91037328e61d8","13","slander","abstinence from alcohol self-control moderation","very much ornamented naturally red (e.g.. of face)"
"hermetic","sealed by fusion","5bb70604b9e91037328e61d8","14","various miscellaneous; separate","finical","very much ornamented naturally red (e.g.. of face)"
"expiation","ending; expiring","5bb70604b9e91037328e61d8","15","surprise and fear; dismay","aggressiveness ferocity","very much ornamented naturally red (e.g.. of face)"
"rebus","puzzle in which pictures stand for words","5bb70604b9e91037328e61d8","16","to beg; to get by begging","gather facts in small quantities","very much ornamented naturally red (e.g.. of face)"
"vagary","strange act or idea","5bb70604b9e91037328e61d8","17","able to fly trained experienced","worldly having contempt for God","very much ornamented naturally red (e.g.. of face)"
"stygian","hence; dark; gloomy","5bb70604b9e91037328e61d8","18","Cheap and showy","to attack verbally; denounce; deprecate","very much ornamented naturally red (e.g.. of face)"
"imperviousness","not permitting penetration or passage; impenetrable","5bb70604b9e91037328e61d8","19","have nothing to do reject or refuse","formal reception/embankment","very much ornamented naturally red (e.g.. of face)"
"proscribe","denounce as dangerous","5bb70604b9e91037328e61d8","20","to hesitate; raise objections","transparent; gauzy","very much ornamented naturally red (e.g.. of face)"
"hew","make by hard work cut (by striking)","5bb70604b9e91037328e61d8","21","noisy and rough","An alloy of zinc and copper used as imitation gold; A cheap imitation","very much ornamented naturally red (e.g.. of face)"
"portent","omen marvelous threatening","5bb70604b9e91037328e61d8","22","to adorn especially in a cheap showy manner","shyness","very much ornamented naturally red (e.g.. of face)"
"doggerel","trivial poorly constructed verse","5bb70604b9e91037328e61d8","23","cessation of use disuse","alarm excited state of mind","very much ornamented naturally red (e.g.. of face)"
"sententious","short and pithy full of maxims/proverbs","5bb70604b9e91037328e61d8","24","provide supply","not any; no;","very much ornamented naturally red (e.g.. of face)"
"venal","ready to do something dishonest","5bb70604b9e91037328e61d8","25","to favor or approve of","insubstantial flimsy weak","very much ornamented naturally red (e.g.. of face)"
"trencherman","person who eats a lot","5bb70604b9e91037328e61d9","1","asking humbly beseeching","wrinkle","very much ornamented naturally red (e.g.. of face)"
"ferret","discover by searching search","5bb70604b9e91037328e61d9","2","noisy; loud","lower the quality weaken the strength","very much ornamented naturally red (e.g.. of face)"
"petrified","taken away power (to think feel act)","5bb70604b9e91037328e61d9","3","arrogance","dig up from the earth","very much ornamented naturally red (e.g.. of face)"
"duress","threats to compel somebody","5bb70604b9e91037328e61d9","4","formidable causing fear","like a man who pays too much attention to his clothes","very much ornamented naturally red (e.g.. of face)"
"splenetic","bad-tempered;irritable","5bb70604b9e91037328e61d9","5","obstacle purposely to get on the way of","substance that shrinks","very much ornamented naturally red (e.g.. of face)"
"profligacy","shameless immorality","5bb70604b9e91037328e61d9","6","a loud domineering woman a scold or nag","showing scorn or reproach","very much ornamented naturally red (e.g.. of face)"
"imprecation","an invocation of evil a curse","5bb70604b9e91037328e61d9","7","beat hard","diminishing or lessening of swelling","very much ornamented naturally red (e.g.. of face)"
"succor","assistance relief in time of distress","5bb70604b9e91037328e61d9","8","not new","formal praise eulogy","very much ornamented naturally red (e.g.. of face)"
"peripatetic","wandering","5bb70604b9e91037328e61d9","9","disdainful characterized by haughty scorn","criticism; anti-aircraft guns","very much ornamented naturally red (e.g.. of face)"
"picaresque","involving clever rogues or adventurers","5bb70604b9e91037328e61d9","10","greatness in number strength weight","distracted","very much ornamented naturally red (e.g.. of face)"
"lithe","bending; twisting","5bb70604b9e91037328e61d9","11","prayer","snub","very much ornamented naturally red (e.g.. of face)"
"mettlesome","courageous; high-spirited","5bb70604b9e91037328e61d9","12","person hardened in sin; one devoid of decency","continue doing something without resting","very much ornamented naturally red (e.g.. of face)"
"travesty","parody/imitation","5bb70604b9e91037328e61d9","13","sealed by fusion","trifling/worthless","very much ornamented naturally red (e.g.. of face)"
